AIRLINE,ORIGIN,DEST,Carrier_Delays,Weather_Delays,NAS_Delays,Security_Delays,Late_Aircraft_Delays,Total_Flights
United Air Lines Inc.,AUS,IAH,62,5,113,0,80,955
Delta Air Lines Inc.,LAX,DTW,89,2,62,0,60,954
JetBlue Airways,MCO,BOS,167,18,130,4,123,954
United Air Lines Inc.,MSY,IAH,43,8,73,0,65,954
Southwest Airlines Co.,PHX,OAK,140,1,55,0,128,953
Delta Air Lines Inc.,ATL,SFO,86,13,87,1,34,952
American Airlines Inc.,LAX,PHX,113,1,61,1,83,951
Alaska Airlines Inc.,SEA,PDX,104,3,95,1,67,949
American Airlines Inc.,PHL,MIA,103,7,117,2,49,948
Southwest Airlines Co.,DEN,AUS,149,7,83,0,143,948
United Air Lines Inc.,IAH,MSY,94,16,64,0,85,948
Southwest Airlines Co.,BWI,MDW,142,6,69,4,108,946
Delta Air Lines Inc.,MSP,LAS,64,5,94,1,31,944
American Airlines Inc.,PHL,PHX,88,4,78,1,51,943
SkyWest Airlines Inc.,SEA,GEG,55,30,10,0,9,943
United Air Lines Inc.,DEN,IAD,114,12,84,0,83,942
American Airlines Inc.,DFW,SLC,193,28,112,0,152,941
American Airlines Inc.,PHX,LAX,75,0,68,0,62,941
Delta Air Lines Inc.,PIT,ATL,41,6,49,0,47,940
Delta Air Lines Inc.,MSP,PHX,90,9,113,0,48,939
SkyWest Airlines Inc.,PHX,LAX,43,14,3,0,12,939
United Air Lines Inc.,IAH,LAS,78,12,60,0,61,939
JetBlue Airways,BOS,MCO,189,3,141,1,103,938
Southwest Airlines Co.,BUR,PHX,81,4,66,1,114,937
Southwest Airlines Co.,DEN,SAN,153,4,68,0,142,937
Southwest Airlines Co.,MCI,MDW,73,0,50,0,92,937
United Air Lines Inc.,LAS,DEN,52,6,114,0,81,937
Delta Air Lines Inc.,SRQ,ATL,24,11,42,0,52,936
Southwest Airlines Co.,DAL,LAS,148,11,94,2,133,936
Southwest Airlines Co.,OAK,PHX,124,1,48,2,111,936
Delta Air Lines Inc.,DTW,LGA,71,10,112,0,52,935
Envoy Air,DFW,LIT,67,29,89,1,75,935
Southwest Airlines Co.,MCO,DAL,145,15,127,2,138,935
United Air Lines Inc.,EWR,TPA,139,7,109,1,108,935
Southwest Airlines Co.,DEN,LAX,159,4,65,0,123,934
Southwest Airlines Co.,LAX,DEN,112,0,68,0,112,934
American Airlines Inc.,SJU,MIA,84,6,44,0,75,933
Southwest Airlines Co.,MDW,BNA,117,12,43,0,109,933
American Airlines Inc.,MIA,BOS,128,17,93,2,83,930
American Airlines Inc.,TUL,DFW,68,15,72,0,81,930
JetBlue Airways,BOS,LGA,79,4,117,1,60,930
Southwest Airlines Co.,LGA,MDW,114,5,80,0,138,930
Southwest Airlines Co.,DAL,MCO,139,3,86,0,132,929
United Air Lines Inc.,MCO,IAH,61,20,87,0,71,928
Delta Air Lines Inc.,SAT,ATL,51,4,39,0,46,927
SkyWest Airlines Inc.,DEN,COS,120,20,44,0,91,926
Delta Air Lines Inc.,ATL,VPS,79,8,42,0,37,925
JetBlue Airways,SJU,JFK,219,2,139,3,176,925
SkyWest Airlines Inc.,LAX,PHX,61,25,8,3,18,923
American Airlines Inc.,BOS,MIA,73,5,89,2,51,922
Delta Air Lines Inc.,DTW,MCO,82,4,82,0,30,922
American Airlines Inc.,PHX,PHL,81,1,63,3,67,920
SkyWest Airlines Inc.,GEG,SEA,47,28,12,1,11,914
United Air Lines Inc.,DEN,LAS,109,18,91,0,95,914
Delta Air Lines Inc.,ATL,ECP,88,9,39,1,30,912
Southwest Airlines Co.,MDW,LGA,103,7,111,0,125,911
United Air Lines Inc.,MIA,EWR,70,8,143,0,95,911
Envoy Air,LIT,DFW,84,32,116,1,98,910
American Airlines Inc.,DFW,TUL,154,13,81,1,112,909
JetBlue Airways,JFK,SJU,234,3,142,4,102,909
Delta Air Lines Inc.,ATL,IAD,74,11,49,0,29,907
United Air Lines Inc.,IAH,AUS,98,14,57,0,95,906
Delta Air Lines Inc.,LGA,DTW,81,6,64,0,58,905
Southwest Airlines Co.,ONT,SMF,75,0,18,1,111,905
Southwest Airlines Co.,PHX,SMF,135,0,47,1,118,905
Delta Air Lines Inc.,DTW,LAX,91,4,99,1,34,902
Delta Air Lines Inc.,MSP,DEN,75,4,87,1,21,902
PSA Airlines Inc.,CLT,SAV,93,24,81,1,86,902
Delta Air Lines Inc.,MSP,SEA,53,4,68,0,25,901
American Airlines Inc.,MCI,DFW,65,12,74,1,102,900
Southwest Airlines Co.,MDW,STL,131,5,31,0,121,900
Southwest Airlines Co.,STL,MDW,77,3,35,0,82,899
American Airlines Inc.,ONT,DFW,89,14,51,0,74,898
Delta Air Lines Inc.,DEN,MSP,55,14,68,0,59,898
Southwest Airlines Co.,SMF,ONT,80,0,21,0,113,898
American Airlines Inc.,LAX,PHL,93,1,67,1,53,897
American Airlines Inc.,RSW,CLT,40,11,69,2,98,897
Southwest Airlines Co.,MCI,DEN,87,4,83,1,120,897
American Airlines Inc.,STL,DFW,69,16,89,2,88,896
Southwest Airlines Co.,STL,DEN,111,8,93,0,113,896
Delta Air Lines Inc.,VPS,ATL,50,3,38,0,35,895
United Air Lines Inc.,SFO,IAD,94,1,71,0,46,894
PSA Airlines Inc.,SAV,CLT,38,10,32,1,66,893
Southwest Airlines Co.,DEN,MCI,154,1,68,0,141,893
Southwest Airlines Co.,MDW,MSP,126,5,47,1,114,893
United Air Lines Inc.,DEN,LGA,110,16,155,0,90,893
United Air Lines Inc.,SFO,SAN,87,1,46,0,63,892
Alaska Airlines Inc.,PDX,SEA,37,4,95,1,31,891
American Airlines Inc.,FLL,DFW,68,23,102,2,90,891
Southwest Airlines Co.,PHX,BUR,111,1,30,1,101,891
Southwest Airlines Co.,BNA,DAL,78,5,67,0,103,890
American Airlines Inc.,PHL,LAX,96,5,108,2,63,889
United Air Lines Inc.,IAD,SFO,62,12,93,0,38,889
American Airlines Inc.,DFW,ONT,173,26,105,1,125,888
United Air Lines Inc.,LAS,IAH,52,1,61,0,57,888
Alaska Airlines Inc.,SEA,SJC,61,5,75,0,54,887
Southwest Airlines Co.,SMF,PHX,84,0,44,0,96,885
Delta Air Lines Inc.,PHX,MSP,45,2,40,0,47,884
Envoy Air,DFW,ABI,79,21,70,0,62,884
Southwest Airlines Co.,MDW,ATL,114,4,55,0,97,884
Delta Air Lines Inc.,MKE,ATL,30,2,49,0,40,883
American Airlines Inc.,DFW,FLL,163,20,120,1,137,881
American Airlines Inc.,DFW,STL,145,15,73,0,111,881
SkyWest Airlines Inc.,SEA,PDX,51,11,17,0,15,881
Southwest Airlines Co.,HOU,MDW,120,5,68,2,94,880
Delta Air Lines Inc.,SEA,MSP,64,9,53,0,39,879
American Airlines Inc.,LAS,CLT,92,10,60,0,63,878
SkyWest Airlines Inc.,RNO,LAX,73,16,17,0,44,878
Delta Air Lines Inc.,ATL,MKE,94,7,29,0,38,877
American Airlines Inc.,CLT,BWI,116,23,77,4,96,875
American Airlines Inc.,MIA,SJU,146,14,72,3,78,875
Republic Airline,LGA,IND,70,2,89,0,89,875
Delta Air Lines Inc.,IAD,ATL,39,6,49,0,39,874
Delta Air Lines Inc.,MSP,SLC,63,4,69,0,33,874
Southwest Airlines Co.,MSP,MDW,73,2,56,0,98,873
Delta Air Lines Inc.,DTW,BOS,55,3,82,0,33,871
American Airlines Inc.,DFW,RDU,146,16,83,1,99,870
Southwest Airlines Co.,MCO,BNA,90,13,47,1,96,869
Delta Air Lines Inc.,ATL,BDL,77,6,40,0,25,868
PSA Airlines Inc.,CLT,BHM,82,28,106,1,94,868
United Air Lines Inc.,ORD,MCO,70,8,77,0,61,867
Southwest Airlines Co.,BNA,MCO,83,4,56,0,104,866
Southwest Airlines Co.,DAL,MCI,123,6,38,0,116,866
Alaska Airlines Inc.,SJC,SEA,44,6,89,3,34,864
Southwest Airlines Co.,DEN,STL,140,3,53,1,125,862
Endeavor Air Inc.,ATL,TYS,46,9,30,0,29,859
Southwest Airlines Co.,SFO,LAX,73,2,40,2,106,858
United Air Lines Inc.,DEN,PHX,109,11,66,0,82,856
Southwest Airlines Co.,MDW,DCA,117,3,56,0,95,855
Republic Airline,PIT,LGA,48,4,87,0,40,854
American Airlines Inc.,OKC,DFW,47,17,75,0,110,853
United Air Lines Inc.,MCO,ORD,64,22,107,0,67,853
Southwest Airlines Co.,MDW,HOU,129,7,80,1,118,852
American Airlines Inc.,CLT,LAS,110,9,104,4,76,851
United Air Lines Inc.,DCA,ORD,56,9,65,0,60,851
Delta Air Lines Inc.,SLC,MSP,72,8,58,0,28,850
Southwest Airlines Co.,DCA,MDW,88,4,53,0,88,850
Alaska Airlines Inc.,LAX,PDX,45,0,77,0,41,849
American Airlines Inc.,DEN,CLT,78,13,64,0,59,849
United Air Lines Inc.,LGA,DEN,67,8,79,0,48,849
Delta Air Lines Inc.,LAS,DTW,41,4,44,0,37,848
United Air Lines Inc.,SAN,SFO,26,1,102,0,43,848
Delta Air Lines Inc.,BDL,ATL,41,7,43,1,29,847
Southwest Airlines Co.,BNA,DEN,90,4,70,1,90,847
United Air Lines Inc.,SFO,PDX,90,1,52,0,63,846
United Air Lines Inc.,EWR,LAS,129,9,106,0,107,845
PSA Airlines Inc.,BHM,CLT,61,6,64,2,83,844
SkyWest Airlines Inc.,COS,DEN,100,19,41,0,32,844
Southwest Airlines Co.,STL,DAL,108,5,70,0,107,843
United Air Lines Inc.,ORD,BOS,49,15,77,0,68,843
American Airlines Inc.,CLT,DEN,112,13,96,4,80,841
Southwest Airlines Co.,MCI,DAL,67,3,84,0,87,841
Envoy Air,ABI,DFW,71,24,87,3,53,840
Republic Airline,IND,LGA,45,12,94,0,27,840
Republic Airline,EWR,PIT,86,10,90,1,89,839
Southwest Airlines Co.,BWI,ATL,127,5,63,1,96,839
American Airlines Inc.,JAX,CLT,57,12,48,0,68,838
American Airlines Inc.,MIA,TPA,130,20,83,3,77,838
JetBlue Airways,EWR,MCO,181,5,128,0,119,838
Southwest Airlines Co.,SJC,PHX,92,0,43,0,97,838
American Airlines Inc.,DFW,OKC,130,22,64,0,113,835
Delta Air Lines Inc.,SLC,PDX,52,5,36,0,30,834
Delta Air Lines Inc.,SAN,SLC,29,1,30,0,66,832
Southwest Airlines Co.,DAL,BNA,124,3,51,1,111,831
Southwest Airlines Co.,LAS,HOU,116,1,52,2,118,831
Southwest Airlines Co.,MDW,TPA,129,3,80,1,104,831
American Airlines Inc.,AUS,CLT,60,14,49,1,71,830
SkyWest Airlines Inc.,DEN,SLC,104,7,38,0,50,830
American Airlines Inc.,ABQ,DFW,70,8,70,1,107,829
United Air Lines Inc.,BOS,ORD,41,12,66,0,55,829
American Airlines Inc.,PBI,CLT,55,8,57,0,75,828
Delta Air Lines Inc.,BOS,DTW,56,14,56,0,57,828
American Airlines Inc.,DFW,MCI,117,22,73,0,107,827
Southwest Airlines Co.,DEN,BNA,153,3,70,1,119,827
American Airlines Inc.,CLT,RSW,108,13,91,2,73,826
SkyWest Airlines Inc.,LAX,RNO,67,17,10,0,41,826
Southwest Airlines Co.,OAK,DEN,96,1,63,1,80,826
Delta Air Lines Inc.,ECP,ATL,42,4,39,0,40,825
JetBlue Airways,MCO,EWR,173,14,152,2,133,825
Southwest Airlines Co.,SAN,SFO,64,2,90,0,132,825
United Air Lines Inc.,SFO,SEA,71,1,69,0,64,825
American Airlines Inc.,TPA,MIA,69,9,39,0,73,823
Southwest Airlines Co.,OAK,ONT,88,1,24,0,94,823
Delta Air Lines Inc.,LAS,SLC,51,3,52,0,75,822
American Airlines Inc.,CLT,JFK,96,11,103,4,76,821
Delta Air Lines Inc.,PDX,SLC,19,1,25,0,38,821
American Airlines Inc.,CLT,PBI,101,4,94,3,64,820
Endeavor Air Inc.,AGS,ATL,34,7,28,0,55,820
PSA Airlines Inc.,CVG,CLT,72,11,59,2,65,819
Republic Airline,PIT,EWR,26,4,109,1,27,819
United Air Lines Inc.,IAD,LAX,70,3,63,0,39,818
Southwest Airlines Co.,HOU,PHX,119,8,60,2,101,817
American Airlines Inc.,BNA,CLT,42,8,65,0,59,816
Endeavor Air Inc.,TYS,ATL,23,7,29,0,33,816
JetBlue Airways,MCO,SJU,246,10,124,7,141,816
United Air Lines Inc.,IAH,SAT,87,16,46,0,74,816
American Airlines Inc.,JFK,CLT,59,9,69,1,40,815
Southwest Airlines Co.,ONT,OAK,55,0,34,0,80,815
Southwest Airlines Co.,SFO,SAN,96,0,52,1,138,815
PSA Airlines Inc.,CLT,AVL,67,18,62,0,59,814
Delta Air Lines Inc.,MSP,BOS,63,6,96,0,31,813
Delta Air Lines Inc.,SLC,DEN,69,8,115,0,40,813
Delta Air Lines Inc.,LGA,MSP,55,3,64,0,63,812
Delta Air Lines Inc.,SLC,SAN,68,6,61,0,45,812
JetBlue Airways,JFK,SFO,90,5,97,0,35,811
Southwest Airlines Co.,SNA,DEN,81,4,68,0,85,811
American Airlines Inc.,CLT,RIC,98,13,68,4,106,810
Southwest Airlines Co.,ATL,MDW,99,5,46,2,88,809
United Air Lines Inc.,PHX,DEN,49,3,73,0,63,809
United Air Lines Inc.,SEA,SFO,41,6,74,0,55,809
Alaska Airlines Inc.,PDX,LAX,52,0,66,0,33,808
Delta Air Lines Inc.,MSP,LGA,64,9,130,1,42,808
Southwest Airlines Co.,DEN,SMF,165,3,68,0,152,808
Southwest Airlines Co.,DAL,ATL,128,4,49,0,125,807
Southwest Airlines Co.,HOU,SAT,116,5,32,0,116,807
Southwest Airlines Co.,TPA,MDW,90,5,65,0,87,807
American Airlines Inc.,BOS,ORD,51,3,74,0,57,806
American Airlines Inc.,CLT,JAX,83,8,70,2,83,806
Delta Air Lines Inc.,LIT,ATL,29,4,31,0,36,805
JetBlue Airways,SJU,MCO,217,4,113,3,166,803
Southwest Airlines Co.,MCO,HOU,103,18,61,1,99,803
American Airlines Inc.,ORD,BOS,105,17,116,0,89,802
Delta Air Lines Inc.,ATL,HSV,72,4,36,0,35,802
Southwest Airlines Co.,SMF,DEN,85,1,65,0,83,802
Southwest Airlines Co.,AUS,HOU,67,5,62,2,92,801
United Air Lines Inc.,SAN,DEN,33,0,57,0,59,801
Southwest Airlines Co.,HOU,MCO,108,9,61,1,75,800
Southwest Airlines Co.,PHX,SJC,102,0,44,1,95,800
Envoy Air,CMH,ORD,74,13,90,0,65,799
PSA Airlines Inc.,CLT,CVG,77,19,85,2,72,798
Southwest Airlines Co.,LAX,SFO,78,0,67,0,115,797
Southwest Airlines Co.,OAK,PDX,97,0,28,2,100,797
United Air Lines Inc.,DEN,SAN,89,6,65,0,64,797
Southwest Airlines Co.,MCO,SJU,133,22,51,1,125,796
United Air Lines Inc.,SEA,DEN,44,0,48,0,43,796
Delta Air Lines Inc.,SFO,JFK,47,2,65,0,44,795
Southwest Airlines Co.,ATL,BWI,102,5,48,0,100,795
Delta Air Lines Inc.,JFK,SFO,67,5,98,0,30,794
Southwest Airlines Co.,DAL,STL,114,10,50,2,118,794
Southwest Airlines Co.,DEN,SNA,109,5,59,0,87,791
Delta Air Lines Inc.,DTW,LAS,67,4,61,0,41,790
JetBlue Airways,SFO,JFK,75,1,89,0,55,790
Delta Air Lines Inc.,SLC,LAS,58,3,61,0,33,789
American Airlines Inc.,DFW,ELP,142,18,81,0,122,787
PSA Airlines Inc.,CLT,TYS,81,19,74,0,72,787
Southwest Airlines Co.,DEN,BWI,142,3,87,1,112,787
United Air Lines Inc.,DEN,SEA,100,7,81,0,79,787
United Air Lines Inc.,LAS,EWR,69,7,107,0,58,787
United Air Lines Inc.,SAT,IAH,30,5,83,0,56,787
American Airlines Inc.,DFW,JAX,134,12,84,0,105,786
Delta Air Lines Inc.,ATL,LIT,72,3,33,0,25,786
American Airlines Inc.,CLT,BNA,82,6,52,1,68,785
Alaska Airlines Inc.,ORD,SEA,62,8,95,0,63,784
SkyWest Airlines Inc.,SFO,SAN,28,1,7,1,81,784
Envoy Air,DFW,GRK,47,7,62,1,58,783
PSA Airlines Inc.,AVL,CLT,29,6,61,0,76,783
SkyWest Airlines Inc.,BOI,SFO,54,1,32,1,29,782
Southwest Airlines Co.,PDX,OAK,68,0,23,2,81,782
United Air Lines Inc.,LAX,IAD,55,1,38,0,32,782
Delta Air Lines Inc.,MCO,MSP,54,10,62,0,71,780
American Airlines Inc.,LAS,LAX,56,1,61,1,78,779
Delta Air Lines Inc.,MCO,LGA,56,12,108,0,76,779
Envoy Air,GRK,DFW,52,12,77,1,69,779
Delta Air Lines Inc.,LGA,MCO,95,2,95,0,82,778
Delta Air Lines Inc.,MSP,MCO,54,3,89,0,36,778
Southwest Airlines Co.,DEN,MSP,168,7,72,0,139,778
Southwest Airlines Co.,SJU,MCO,49,1,52,0,78,778
Southwest Airlines Co.,HOU,LAS,118,2,83,1,88,777
Delta Air Lines Inc.,JAN,ATL,34,1,19,0,25,776
SkyWest Airlines Inc.,SLC,DEN,79,10,19,1,17,776
Southwest Airlines Co.,ATL,HOU,96,6,46,0,91,776
United Air Lines Inc.,LAS,ORD,55,1,46,0,58,776
Southwest Airlines Co.,SLC,PHX,109,2,54,1,121,775
JetBlue Airways,FLL,BOS,165,12,116,3,111,774
Delta Air Lines Inc.,ATL,SAN,91,7,71,0,29,773
Southwest Airlines Co.,BWI,PVD,137,2,35,0,97,773
Delta Air Lines Inc.,SLC,SNA,61,4,65,0,33,772
Southwest Airlines Co.,MSP,DEN,88,5,92,0,100,772
Southwest Airlines Co.,OAK,SEA,107,0,57,2,103,772
Southwest Airlines Co.,DEN,OAK,163,7,87,1,149,771
United Air Lines Inc.,PDX,SFO,37,3,83,0,48,771
American Airlines Inc.,LAX,LAS,116,0,100,0,86,769
Envoy Air,ORD,CMH,61,31,102,0,65,768
Southwest Airlines Co.,ATL,DAL,83,3,70,0,76,768
Delta Air Lines Inc.,PHX,SLC,46,4,34,0,68,767
Delta Air Lines Inc.,SLC,DTW,49,8,46,0,22,767
American Airlines Inc.,RIC,CLT,43,7,52,1,70,766
American Airlines Inc.,DFW,MSP,121,16,71,0,96,765
Delta Air Lines Inc.,DTW,SEA,58,2,45,0,30,765
Endeavor Air Inc.,ATL,AGS,44,9,35,0,28,764
Southwest Airlines Co.,BNA,BWI,78,3,43,0,87,764
Southwest Airlines Co.,STL,MCO,91,5,69,1,83,764
American Airlines Inc.,MSP,DFW,55,7,58,0,42,763
American Airlines Inc.,MIA,ATL,127,18,85,3,90,762
Delta Air Lines Inc.,DTW,DCA,57,8,55,0,37,762
Delta Air Lines Inc.,SNA,SLC,41,6,40,0,75,762
SkyWest Airlines Inc.,SFO,BOI,55,4,22,0,50,762
Southwest Airlines Co.,PVD,BWI,54,2,44,1,77,762
Spirit Air Lines,ATL,FLL,99,5,115,3,56,762
American Airlines Inc.,MEM,DFW,92,8,93,0,90,761
American Airlines Inc.,BDL,CLT,52,4,46,0,58,760
Delta Air Lines Inc.,SEA,LAS,51,4,61,0,27,760
Southwest Airlines Co.,HOU,ATL,104,6,37,1,80,760
Southwest Airlines Co.,SEA,OAK,78,1,41,1,100,760
Delta Air Lines Inc.,ATL,HOU,68,7,46,0,33,759
Southwest Airlines Co.,BWI,BNA,111,3,41,0,92,759
American Airlines Inc.,RDU,DFW,75,14,67,0,67,758
Delta Air Lines Inc.,BOS,MSP,56,11,54,0,56,758
Southwest Airlines Co.,PHX,HOU,109,1,48,2,100,757
Spirit Air Lines,FLL,ATL,122,14,151,10,61,757
United Air Lines Inc.,ORD,LAS,66,12,76,0,75,757
American Airlines Inc.,CLT,MSY,84,15,74,1,83,756
American Airlines Inc.,DFW,ABQ,134,12,76,1,89,755
United Air Lines Inc.,IAD,ORD,77,7,67,0,51,755
American Airlines Inc.,DTW,DFW,53,6,72,0,47,754
Delta Air Lines Inc.,DAL,ATL,48,16,59,0,65,754
Delta Air Lines Inc.,ATL,JAN,61,7,27,0,27,753
Southwest Airlines Co.,ONT,PHX,56,0,32,0,91,753
Southwest Airlines Co.,PHX,SLC,133,1,59,3,107,752
Delta Air Lines Inc.,DCA,DTW,44,3,49,0,56,751
Delta Air Lines Inc.,MCO,JFK,46,16,71,0,72,751
Delta Air Lines Inc.,OKC,ATL,33,3,35,0,29,751
JetBlue Airways,BOS,FLL,162,5,128,1,71,750
American Airlines Inc.,ATL,MIA,76,6,57,2,68,748
American Airlines Inc.,DFW,MEM,146,23,90,0,129,748
United Air Lines Inc.,ORD,DCA,66,10,63,0,74,748
American Airlines Inc.,CLT,AUS,104,13,97,4,81,747
Delta Air Lines Inc.,ATL,DAL,62,4,62,0,27,747
Southwest Airlines Co.,RDU,BWI,59,4,29,0,78,747
American Airlines Inc.,JAX,DFW,66,9,71,1,74,746
Delta Air Lines Inc.,ATL,OKC,74,4,31,0,35,746
SkyWest Airlines Inc.,SAN,SFO,54,0,22,0,63,746
Southwest Airlines Co.,BDL,BWI,60,3,39,0,75,746
Southwest Airlines Co.,HOU,AUS,100,3,32,1,87,746
American Airlines Inc.,CLT,PIT,96,8,50,0,74,745
Southwest Airlines Co.,MCO,ATL,73,15,54,0,83,745
United Air Lines Inc.,MSP,ORD,47,13,90,0,62,745
Alaska Airlines Inc.,SEA,ORD,57,8,71,3,30,744
Delta Air Lines Inc.,HSV,ATL,22,3,22,1,27,744
Delta Air Lines Inc.,LAS,SEA,53,2,57,0,48,744
Mesa Airlines Inc.,DFW,HOU,113,24,85,1,95,744
Southwest Airlines Co.,PHX,ONT,93,0,22,0,80,744
Southwest Airlines Co.,BWI,DEN,122,5,72,2,85,743
Envoy Air,CRP,DFW,25,14,61,0,54,742
American Airlines Inc.,DFW,IND,127,18,70,1,97,741
American Airlines Inc.,MSY,CLT,53,8,53,1,67,740
Southwest Airlines Co.,BWI,ALB,114,4,34,0,95,740
Southwest Airlines Co.,DAL,LBB,89,5,35,0,106,740
American Airlines Inc.,LAS,PHX,51,3,53,1,73,739
Delta Air Lines Inc.,SAN,ATL,41,2,43,0,25,739
Envoy Air,DFW,CRP,52,14,68,1,47,739
PSA Airlines Inc.,TYS,CLT,48,10,37,0,45,739
American Airlines Inc.,DFW,SMF,151,15,84,1,125,738
SkyWest Airlines Inc.,SLC,SFO,59,6,39,1,33,738
Southwest Airlines Co.,MHT,BWI,35,0,24,0,51,738
Delta Air Lines Inc.,ATL,OMA,70,5,31,0,37,737
Southwest Airlines Co.,ATL,MCO,89,3,46,1,72,737
American Airlines Inc.,PHX,LAS,79,2,76,1,75,736
Mesa Airlines Inc.,DFW,MAF,95,20,79,0,85,736
United Air Lines Inc.,RSW,EWR,46,8,136,0,62,736
Delta Air Lines Inc.,DCA,MSP,37,3,50,0,34,735
Southwest Airlines Co.,MCO,STL,87,5,49,1,96,734
Alaska Airlines Inc.,DEN,SEA,70,5,83,0,64,733
Alaska Airlines Inc.,SEA,DEN,68,2,101,0,46,733
Mesa Airlines Inc.,HOU,DFW,57,17,80,0,90,733
American Airlines Inc.,CLT,BDL,81,9,52,0,72,732
Delta Air Lines Inc.,DEN,SLC,49,7,48,0,41,732
Delta Air Lines Inc.,FLL,DTW,37,14,72,1,58,732
Delta Air Lines Inc.,SLC,SFO,61,4,92,0,46,731
Southwest Airlines Co.,BWI,BDL,134,2,41,1,92,731
United Air Lines Inc.,IAH,IAD,61,12,48,0,44,731
United Air Lines Inc.,EWR,RSW,114,5,78,0,83,730
Delta Air Lines Inc.,CAE,ATL,26,7,35,0,29,729
PSA Airlines Inc.,DAY,CLT,52,8,46,0,37,729
PSA Airlines Inc.,PNS,CLT,48,10,34,2,62,728
Southwest Airlines Co.,DEN,MCO,152,2,68,0,115,728
Delta Air Lines Inc.,HOU,ATL,25,3,27,0,48,726
SkyWest Airlines Inc.,SFO,SLC,49,3,27,1,48,725
Southwest Airlines Co.,ABQ,PHX,77,0,45,0,75,725
Southwest Airlines Co.,BUF,BWI,48,3,20,0,58,725
American Airlines Inc.,PIT,CLT,60,8,50,1,52,724
American Airlines Inc.,SNA,PHX,41,3,43,0,64,723
Republic Airline,BOS,DCA,37,4,59,0,37,723
Southwest Airlines Co.,LBB,DAL,41,2,60,0,78,723
American Airlines Inc.,ORD,LAS,105,15,86,3,84,722
PSA Airlines Inc.,ILM,CLT,23,11,43,0,60,722
SkyWest Airlines Inc.,LAX,TUS,50,16,9,0,23,722
United Air Lines Inc.,PHX,ORD,41,2,43,0,41,722
Delta Air Lines Inc.,DFW,SLC,65,6,50,0,52,721
Delta Air Lines Inc.,DTW,SLC,53,2,50,0,34,721
Southwest Airlines Co.,DAL,ELP,101,5,40,1,109,721
United Air Lines Inc.,CLE,ORD,29,5,59,0,40,721
Southwest Airlines Co.,ATL,TPA,70,1,34,0,79,720
Southwest Airlines Co.,BWI,DAL,128,5,94,3,89,719
Delta Air Lines Inc.,SFO,SLC,38,4,34,0,63,717
United Air Lines Inc.,IAD,IAH,64,7,66,0,27,717
PSA Airlines Inc.,CLT,DAY,82,14,79,0,56,716
United Air Lines Inc.,DEN,PDX,93,17,58,0,77,716
Delta Air Lines Inc.,SLC,PHX,67,3,49,2,44,715
Southwest Airlines Co.,SAT,HOU,43,2,49,0,57,715
Delta Air Lines Inc.,DTW,FLL,70,9,102,0,29,714
Delta Air Lines Inc.,SEA,ANC,69,6,77,1,33,713
SkyWest Airlines Inc.,OKC,ORD,54,12,45,0,36,713
United Air Lines Inc.,DEN,BOS,80,9,88,0,68,713
United Air Lines Inc.,DEN,MCO,88,7,90,0,66,713
Southwest Airlines Co.,HNL,KOA,50,0,42,3,63,711
Southwest Airlines Co.,MCO,DEN,82,11,85,2,69,711
United Air Lines Inc.,ORD,IAD,69,9,62,0,59,711
PSA Airlines Inc.,CLT,PNS,66,22,71,1,56,710
United Air Lines Inc.,SAN,IAH,34,5,52,0,46,710
Southwest Airlines Co.,BWI,MHT,127,2,38,0,95,709
Southwest Airlines Co.,RSW,MDW,73,3,49,0,86,709
Delta Air Lines Inc.,MSP,DCA,48,4,56,0,17,708
Republic Airline,JFK,DCA,52,3,107,0,57,708
Southwest Airlines Co.,LGB,OAK,73,1,24,1,88,708
American Airlines Inc.,SMF,DFW,66,1,40,4,53,707
Southwest Airlines Co.,BWI,RSW,103,4,62,0,83,707
United Air Lines Inc.,PDX,DEN,30,6,42,0,44,706
United Air Lines Inc.,BOS,DEN,44,7,46,0,31,705
United Air Lines Inc.,SFO,HNL,114,1,68,0,33,705
Mesa Airlines Inc.,MAF,DFW,51,10,73,0,94,704
Delta Air Lines Inc.,DTW,TPA,63,4,63,0,32,703
American Airlines Inc.,DFW,DTW,106,10,48,1,72,702
Frontier Airlines Inc.,PHL,MCO,119,0,96,0,99,702
JetBlue Airways,SFO,BOS,73,3,75,0,49,702
Southwest Airlines Co.,KOA,HNL,42,2,35,5,56,702
Delta Air Lines Inc.,SFO,LAX,36,2,48,0,63,700
JetBlue Airways,DCA,FLL,154,1,86,1,98,700
PSA Airlines Inc.,MYR,CLT,29,12,38,1,56,700
Delta Air Lines Inc.,SEA,DTW,52,3,37,0,17,699
American Airlines Inc.,ELP,DFW,43,10,52,0,92,698
Delta Air Lines Inc.,JFK,SLC,77,3,61,0,30,698
Southwest Airlines Co.,PHX,ABQ,89,0,14,2,97,698
United Air Lines Inc.,IAH,SAN,80,10,40,0,42,698
Southwest Airlines Co.,ALB,BWI,28,3,40,0,46,696
Southwest Airlines Co.,HOU,BNA,100,3,45,2,78,696
United Air Lines Inc.,ORD,MSP,81,10,54,0,81,696
Delta Air Lines Inc.,DTW,DFW,80,5,80,0,45,695
Delta Air Lines Inc.,TPA,DTW,34,6,34,0,43,695
PSA Airlines Inc.,CLT,ILM,58,10,58,2,52,695
Southwest Airlines Co.,AUS,LAS,90,2,71,2,107,695
United Air Lines Inc.,AUS,DEN,52,5,65,0,56,695
